bwaves 1.299
perlbench 1.299
gcc 1.299
mcf 1.299
omnetpp 1.299
xalancbmk 1.299
deepsjeng 1.299
leela 1.299
exchange2 1.299
xz 1.299
bwaves 1.299
cactusBSSN 
lbm 1.300
wrf 1.299
cam4 1.300
pop2 1.299
imagick 1.300
nab 1.299
fotonik3d 1.299
roms 1.299
